"y","x1","x2","x3","x4","x5","x6","x7"
95.19,95.65,96.05,-3.99,21,12,9,33
95.26,95.73,96.08,-1.99,21,12,9,33
95.16,95.6,96.06,26.01,24,11,13,35
95.2,95.64,96.01,-1.92,23,12,11,35
95.25,95.71,96.01,-1.92,23,12,11,35
95.32,95.76,96.15,-1.92,23,12,11,35
95.36,95.82,96.19,-1.92,23,12,11,35
95.51,95.97,96.34,-1.77,23,12,11,35
95.61,96.05,96.41,-1.77,23,12,11,35
95.61,96.07,96.45,-1.79,22,12,10,34
95.56,96.02,96.36,-1.95,21,13,8,34
95.54,95.98,96.35,-1.95,21,13,8,34
95.62,96.07,96.48,-1.95,21,13,8,34
95.61,96.06,96.44,-1.9,21,13,8,34
95.5,95.95,96.27,-1.86,21,13,8,34
95.35,95.81,96.19,-2.36,21,13,8,34
95.32,95.75,96.11,-2.25,23,14,9,37
95.34,95.79,96.19,-1.68,23,13,10,36
95.37,95.83,96.2,-2.18,23,13,10,36
95.37,95.83,96.21,-3.19,23,14,9,37
95.43,95.88,96.24,-2.61,24,13,11,37
95.36,95.81,96.18,-2.81,22,13,9,35
95.16,95.6,95.97,-3.31,22,13,9,35
95.34,95.78,96.19,-3.43,21,14,7,35
95.36,95.81,96.16,-3.37,22,14,8,36
95.44,95.88,96.23,-2.83,22,14,8,36
95.4,95.85,96.23,13.15,23,13,10,36
95.44,95.9,96.24,12.94,23,16,7,39
95.27,95.72,96.08,-1.86,23,15,8,38
95.08,95.54,95.91,-2.56,23,15,8,38
95.12,95.56,95.93,-3.08,22,15,7,37
95.1,95.53,95.9,-2.67,22,17,5,39
95.15,95.59,95.96,-2.67,22,17,5,39
95.39,95.85,96.21,-2.67,22,17,5,39
95.54,95.98,96.33,-1.9,23,15,8,38
95.56,96,96.38,-1.9,23,15,8,38
95.59,96.06,96.46,-2.05,21,16,5,37
95.42,95.93,96.33,-2.05,21,16,5,37
95.37,95.85,96.24,-2,22,15,7,37
95.56,96.04,96.42,-2.01,22,15,7,37
95.29,95.85,96.17,-2.01,22,15,7,37
95.31,95.81,96.2,-2.01,22,15,7,37
95.25,95.79,96.14,-2.34,21,16,5,37
95.26,95.77,96.1,-2.34,21,16,5,37
95.36,95.84,96.18,-2.33,21,16,5,37
95.2,95.74,96.09,-3.83,21,17,4,38
95.25,95.73,96.12,-3.83,21,17,4,38
95.27,95.75,96.09,-3.83,21,17,4,38
95.25,95.75,96.13,-3.83,21,17,4,38
95.23,95.74,96.14,-3.83,21,17,4,38
95.26,95.75,96.1,-3.83,21,17,4,38
95.2,95.7,96.1,-3.83,21,17,4,38
95.18,95.7,96.04,-3.83,21,17,4,38
95.22,95.73,96.11,-3.83,21,17,4,38
95.22,95.66,96.07,-3.83,21,17,4,38
95.16,95.63,96.03,-3.83,21,17,4,38
95.1,95.58,95.99,-3.83,21,17,4,38
95.05,95.53,95.94,-3.83,21,17,4,38
95.05,95.54,95.94,-3.83,21,17,4,38
95.08,95.61,95.99,-3.83,21,17,4,38
95.2,95.68,96.04,-3.83,21,17,4,38
95.27,95.75,96.14,-3.65,21,17,4,38
95.06,95.55,95.95,-3.65,21,17,4,38
95.12,95.65,96.1,-3.7,20,17,3,37
95.15,95.66,96.04,-3.7,20,17,3,37
95.13,95.64,96.02,-3.7,20,17,3,37
95.16,95.65,96.05,-3.7,20,17,3,37
95.16,95.66,96.04,-3.7,20,17,3,37
95.25,95.75,96.15,-3.7,20,17,3,37
95.24,95.72,96.11,-3.7,20,17,3,37
95.16,95.66,96.02,-3.7,20,17,3,37
95.18,95.7,96.08,-3.7,20,17,3,37
95.15,95.65,96.01,-3.7,20,17,3,37
95.16,95.65,96.03,-3.7,20,17,3,37
95.13,95.62,96.02,-3.7,20,17,3,37
95.15,95.64,96.04,-3.7,20,17,3,37
95.11,95.59,95.99,-3.6,21,17,4,38
95.23,95.67,96.07,-3.6,21,17,4,38
95.26,95.72,96.11,-3.6,21,17,4,38
95.24,95.73,96.12,-3.6,21,17,4,38
95.36,95.85,96.21,-3.6,21,17,4,38
95.47,95.89,96.27,-3.6,21,17,4,38
95.35,95.86,96.23,-1.67,23,13,10,36
95.35,95.82,96.23,-1.67,23,13,10,36
95.29,95.81,96.2,-1.67,23,13,10,36
95.41,95.93,96.28,-1.67,23,13,10,36
95.44,95.9,96.33,-1.67,23,13,10,36
95.45,95.96,96.35,-1.67,23,13,10,36
95.54,96.04,96.44,-1.67,23,13,10,36
95.59,96.04,96.46,-1.67,23,13,10,36
95.56,96.01,96.41,-1.67,23,13,10,36
95.55,96.07,96.46,-1.67,23,13,10,36
95.71,96.2,96.58,-1.67,23,13,10,36
95.62,96.13,96.51,-1.67,23,13,10,36
95.68,96.16,96.51,-1.67,23,13,10,36
95.56,96.05,96.43,-1.67,23,13,10,36
95.58,96.05,96.47,-1.67,23,13,10,36
95.41,95.9,96.3,-1.67,23,13,10,36
95.2,95.72,96.12,-1.67,23,13,10,36
95.24,95.73,96.13,-1.67,23,13,10,36
95.32,95.81,96.2,-1.67,23,13,10,36
95.51,95.98,96.36,-1.67,23,13,10,36
95.41,95.91,96.36,-1.67,23,13,10,36
95.51,96.02,96.37,-1.67,23,13,10,36
95.56,95.98,96.36,-1.67,23,13,10,36
95.48,95.94,96.32,-1.67,23,13,10,36
95.52,95.97,96.37,-1.67,23,13,10,36
95.52,95.95,96.4,-1.67,23,13,10,36
95.64,96.1,96.47,-1.67,23,13,10,36
95.71,96.16,96.55,-1.67,23,13,10,36
95.89,96.34,96.71,-1.67,23,13,10,36
95.63,96.08,96.46,-1.67,23,13,10,36
95.87,96.32,96.7,-1.67,23,13,10,36
96.04,96.46,96.83,-1.67,23,13,10,36
96.2,96.66,97.04,-1.67,23,13,10,36
96.16,96.64,97.03,-1.67,23,13,10,36
96.23,96.8,97.17,-1.67,23,13,10,36
96.16,96.78,97.17,-1.67,23,13,10,36
96.18,96.72,97.1,-1.67,23,13,10,36
96.13,96.69,97.09,-1.67,23,13,10,36
96.71,97.1,97.42,-18.39,4,30,-26,34
96.63,97.01,97.31,-18.39,4,30,-26,34
96.61,97,97.31,-18.34,4,30,-26,34
96.61,97.01,97.31,-18.34,4,30,-26,34
96.54,96.92,97.31,-18.34,4,30,-26,34
96.6,96.95,97.32,-19.14,4,30,-26,34
96.59,96.98,97.31,-19.14,4,30,-26,34
96.58,96.93,97.3,-19.14,4,30,-26,34
96.63,96.98,97.32,-19.14,4,30,-26,34
96.56,96.94,97.32,-17.94,4,29,-25,33
96.64,97.02,97.27,-17.94,4,29,-25,33
96.66,97.02,97.32,-17.94,4,29,-25,33
96.59,96.96,97.31,-17.44,4,29,-25,33
96.59,96.98,97.33,-17.44,4,29,-25,33
96.58,96.93,97.26,-17.44,4,29,-25,33
96.52,96.9,97.22,-18.44,4,30,-26,34
96.59,96.97,97.19,-18.34,4,30,-26,34
96.69,97.08,97.44,-14.44,5,29,-24,34
96.76,97.16,97.42,-17.46,5,31,-26,36
96.75,97.11,97.44,-16.27,7,30,-23,37
96.68,97.06,97.46,-17.45,7,30,-23,37
96.66,97.07,97.4,-15.7,9,29,-20,38
96.83,97.21,97.53,-15.7,9,29,-20,38
96.72,97.1,97.44,-15.83,8,29,-21,37
96.81,97.19,97.52,-15.72,8,29,-21,37
96.52,96.86,97.17,-15.82,8,28,-20,36
96.41,96.8,97.15,-16.87,10,29,-19,39
96.58,96.97,97.3,-14.26,10,27,-17,37
96.5,96.89,97.21,-14.57,11,27,-16,38
96.42,96.81,97.16,-14.72,10,27,-17,37
96.5,96.89,97.25,-12.65,11,26,-15,37
96.39,96.78,97.16,-11.26,11,26,-15,37
96.4,96.79,97.09,-11.24,11,26,-15,37
96.39,96.78,97.14,-11.16,12,26,-14,38
96,96.43,96.79,-11.16,12,26,-14,38
95.72,96.17,96.61,-11.07,14,24,-10,38
95.31,95.84,96.3,-1.55,16,21,-5,37
95.39,95.88,96.33,1.62,18,18,0,36
95.56,96.01,96.41,3.75,17,18,-1,35
95.61,96.05,96.43,-0.21,16,18,-2,34
95.66,96.14,96.51,-0.16,16,18,-2,34
95.53,95.95,96.39,-4.21,16,18,-2,34
95.55,96.02,96.39,-3.22,16,18,-2,34
95.54,95.9,96.39,-3.22,16,18,-2,34
95.48,95.99,96.39,-3.22,16,18,-2,34
95.33,95.78,96.18,-3.22,16,18,-2,34
95.17,95.6,96,-3.21,17,17,0,34
95.23,95.69,96.16,-4.21,16,17,-1,33
95.32,95.84,96.23,-4.21,16,17,-1,33
95.44,95.88,96.23,-4.21,16,17,-1,33
95.47,95.95,96.23,-4.21,16,17,-1,33
95.37,95.82,96.27,-4.21,16,17,-1,33
95.42,95.9,96.31,-4.21,16,17,-1,33
95.46,95.92,96.26,-4.21,16,17,-1,33
95.51,95.97,96.38,-4.21,16,17,-1,33
95.55,96,96.39,-4.21,16,17,-1,33
95.57,96.03,96.44,-4.21,16,17,-1,33
95.46,95.91,96.38,-3.26,15,18,-3,33
95.56,95.98,96.38,-3.31,15,18,-3,33
95.53,95.99,96.4,-3.31,15,18,-3,33
95.47,95.93,96.31,8.59,14,18,-4,32
95.52,95.95,96.4,8.17,13,20,-7,33
95.52,95.96,96.4,8.47,14,19,-5,33
95.55,96.03,96.46,8.52,14,18,-4,32
95.61,96.1,96.49,8.72,14,18,-4,32
95.6,96.08,96.52,8.67,14,18,-4,32
95.5,96.01,96.47,7.26,12,19,-7,31
95.57,96.05,96.5,7.17,13,19,-6,32
95.38,95.86,96.38,7.37,13,19,-6,32
95.54,96.03,96.48,7.52,12,19,-7,31
95.53,96.01,96.47,8.52,12,19,-7,31
95.78,96.24,96.62,8.52,12,19,-7,31
96.11,96.55,96.94,8.41,11,21,-10,32
96.09,96.54,96.95,8.68,12,24,-12,36
96.08,96.55,97,8.78,14,21,-7,35
95.86,96.32,96.77,8.69,14,21,-7,35
96.14,96.58,96.99,5.82,15,20,-5,35
96.44,96.91,97.36,17.07,16,20,-4,36
96.37,96.85,97.34,11.66,16,22,-6,38
96.18,96.67,97.11,1.84,11,25,-14,36
96.15,96.62,97.05,3.15,12,24,-12,36
96.21,96.69,97.09,5.25,14,24,-10,38
95.86,96.36,96.81,4.4,13,23,-10,36
95.94,96.44,96.88,5.44,13,24,-11,37
95.95,96.43,96.88,5.89,15,24,-9,39
96.1,96.59,97.03,5.94,15,23,-8,38
95.99,96.48,96.91,5.24,15,21,-6,36
96.07,96.53,96.97,3.54,12,23,-11,35
95.98,96.45,96.93,2.54,11,23,-12,34
95.96,96.45,96.93,2.54,11,23,-12,34
96,96.49,96.93,2.54,11,23,-12,34
95.96,96.45,96.93,2.54,11,23,-12,34
95.86,96.4,96.8,3.04,11,23,-12,34
95.89,96.35,96.82,2.84,10,24,-14,34
95.91,96.39,96.85,2.94,10,23,-13,33
95.89,96.35,96.81,3.04,11,23,-12,34
95.86,96.35,96.81,3.04,11,23,-12,34
95.88,96.33,96.8,3.04,11,23,-12,34
95.79,96.29,96.8,3.04,11,23,-12,34
95.79,96.27,96.8,2.94,10,23,-13,33
95.79,96.28,96.69,2.94,10,23,-13,33
95.82,96.32,96.74,2.95,10,23,-13,33
95.87,96.32,96.74,3,10,23,-13,33
95.85,96.34,96.74,4.6,10,22,-12,32
95.77,96.33,96.74,4.6,10,22,-12,32
96.02,96.51,96.74,4.66,11,21,-10,32
96.11,96.6,97.09,4.6,10,22,-12,32
96.16,96.72,97.08,3.6,10,21,-11,31
96.15,96.64,97.22,3.5,10,22,-12,32
96.19,96.75,97.2,3,10,22,-12,32
96.34,96.83,97.28,3.1,10,21,-11,31
96.25,96.79,97.19,3.16,11,20,-9,31
96.31,96.81,97.26,3.16,11,20,-9,31
96.33,96.81,97.28,1.51,10,23,-13,33
96.41,96.91,97.42,1.51,10,22,-12,32
96.21,96.76,97.22,1.51,10,22,-12,32
96.37,96.87,97.32,2.61,10,21,-11,31
96.32,96.82,97.28,2.61,10,21,-11,31
96.27,96.77,97.19,2.61,10,21,-11,31
96.52,96.99,97.32,2.58,10,22,-12,32
96.31,96.78,97.23,2.71,10,21,-11,31
96.32,96.8,97.25,2.75,11,21,-10,32
96.09,96.58,97.01,2.75,11,21,-10,32
95.81,96.29,96.75,2.75,11,21,-10,32
95.69,96.18,96.79,-1.98,13,18,-5,31
95.7,96.18,96.72,4.37,13,19,-6,32
95.91,96.38,96.82,4.37,13,19,-6,32
96.03,96.52,96.96,4.53,14,18,-4,32
96.22,96.71,97.15,3.88,14,18,-4,32
96.06,96.51,96.86,4.73,14,17,-3,31
95.9,96.34,96.75,4.43,13,18,-5,31
95.96,96.41,96.82,4.48,13,18,-5,31
96.02,96.46,96.84,4.73,14,17,-3,31
96.02,96.47,96.87,4.43,13,18,-5,31
96,96.41,96.89,4.43,13,18,-5,31
96.03,96.46,96.89,5.43,13,18,-5,31
96.09,96.51,96.89,4.43,12,18,-6,30
95.93,96.36,96.8,4.43,12,18,-6,30
95.94,96.36,96.78,4.43,12,18,-6,30
95.93,96.36,96.77,4.43,12,18,-6,30
95.99,96.42,96.84,4.43,12,18,-6,30
95.99,96.5,96.84,4.43,12,18,-6,30
95.99,96.44,96.87,4.43,12,18,-6,30
95.96,96.42,96.82,4.43,12,18,-6,30
95.96,96.43,96.82,4.43,12,18,-6,30
95.95,96.43,96.82,4.43,12,18,-6,30
95.92,96.4,96.82,4.43,12,18,-6,30
95.95,96.4,96.81,4.43,12,18,-6,30
95.97,96.45,96.88,4.43,12,18,-6,30
95.98,96.48,96.87,4.43,12,18,-6,30
96.12,96.62,96.93,4.43,12,18,-6,30
96.07,96.53,96.93,4.43,12,18,-6,30
96.07,96.53,96.93,4.43,12,18,-6,30
96.07,96.52,96.95,4.43,12,18,-6,30
96,96.48,96.95,4.43,12,18,-6,30
95.85,96.29,96.82,4.37,12,19,-7,31
95.83,96.3,96.71,5.43,12,18,-6,30
95.99,96.41,96.72,5.4,12,19,-7,31
95.89,96.31,96.75,5.4,12,19,-7,31
95.86,96.31,96.76,5.4,12,19,-7,31
95.8,96.25,96.76,5.39,11,20,-9,31
95.88,96.38,96.63,5.39,11,20,-9,31
95.84,96.28,96.7,5.39,11,20,-9,31
95.82,96.3,96.74,5.39,11,20,-9,31
96.23,96.69,97.17,5.39,11,20,-9,31
96.12,96.57,97.01,1.04,13,20,-7,33
96.67,97.11,97.48,0.34,12,21,-9,33
96.61,97.04,97.42,-5.73,13,20,-7,33
96.1,96.55,96.98,14.77,15,20,-5,35
95.76,96.21,96.59,0.97,14,21,-7,35
95.87,96.32,96.69,3.07,15,18,-3,33
96.08,96.54,96.89,6.27,15,18,-3,33
96.35,96.78,97.18,6.07,15,19,-4,34
96.2,96.63,97.03,6.09,15,21,-6,36
96.27,96.71,97.08,6.6,15,19,-4,34
96.25,96.71,97.09,5.05,14,20,-6,34
96.17,96.6,97.02,5.55,14,20,-6,34
96.44,96.88,97.28,5.55,14,20,-6,34
96.49,96.94,97.31,5.5,14,20,-6,34
96.44,96.88,97.3,2.4,15,19,-4,34
96.48,96.92,97.3,1.4,14,21,-7,35
96.54,96.96,97.34,1.2,13,22,-9,35
96.52,96.96,97.36,1.1,12,23,-11,35
96.57,97,97.39,1.2,13,22,-9,35
96.5,96.93,97.33,1.2,13,22,-9,35
96.54,96.98,97.33,1.2,13,22,-9,35
96.48,96.96,97.33,1.2,13,22,-9,35
96.54,96.95,97.35,1.2,13,22,-9,35
96.69,97.14,97.48,1.2,13,22,-9,35
96.63,97,97.43,1.3,14,21,-7,35
96.65,97.1,97.51,1.1,14,22,-8,36
96.66,97.1,97.51,1.1,14,22,-8,36
96.68,97.1,97.51,0.96,14,23,-9,37
96.61,97.05,97.51,0.96,14,23,-9,37
96.71,97.15,97.5,0.96,14,23,-9,37
96.71,97.14,97.54,0.96,14,23,-9,37
96.75,97.15,97.54,0.96,14,23,-9,37
96.78,97.23,97.58,-2.04,14,23,-9,37
96.85,97.27,97.68,-2.17,13,25,-12,38
96.83,97.28,97.67,-2.18,13,26,-13,39
96.85,97.31,97.76,-7.23,13,26,-13,39
96.83,97.26,97.69,-7.26,13,26,-13,39
96.77,97.22,97.54,-7.24,13,26,-13,39
96.76,97.18,97.61,-7.49,12,27,-15,39
96.64,97.06,97.4,-7.69,12,28,-16,40
96.58,96.99,97.33,-7.69,12,28,-16,40
96.52,96.97,97.44,-8.4,12,28,-16,40
96.39,96.82,97.16,-8.35,12,28,-16,40
96.38,96.82,97.23,-7.66,14,26,-12,40
96.47,96.92,97.32,-7.48,13,27,-14,40
96.56,96.98,97.37,-7.58,13,27,-14,40
96.46,96.91,97.34,-7.59,13,27,-14,40
96.49,96.92,97.27,-7.38,13,25,-12,38
96.59,97.04,97.46,-7.44,13,24,-11,37
97.17,97.59,97.96,33.41,15,23,-8,38
97.15,97.57,97.99,-13.43,11,28,-17,39
96.94,97.38,97.68,-9.42,13,24,-11,37
97.6,98.02,98.4,-9.89,13,24,-11,37
97.69,98.09,98.44,-12.6,13,26,-13,39
97.74,98.16,98.59,-12.71,12,27,-15,39
97.49,97.89,98.29,-16.47,12,28,-16,40
97.37,97.8,98.14,-14.46,12,28,-16,40
97.29,97.71,98.07,-11.16,14,26,-12,40
97.26,97.68,98.04,-9.19,14,25,-11,39
97.58,98,98.37,-6.16,15,27,-12,42
97.44,97.85,98.2,-7.08,15,25,-10,40
97.43,97.82,98.19,-10.04,15,26,-11,41
97.45,97.89,98.26,-10.07,14,27,-13,41
97.44,97.86,98.23,-10.07,14,27,-13,41
97.32,97.76,98.16,-11.14,13,28,-15,41
97.32,97.77,98.16,-11.12,14,27,-13,41
97.37,97.79,98.12,-11.12,14,27,-13,41
97.38,97.8,98.12,-11.12,14,27,-13,41
97.41,97.84,98.12,-11.12,14,27,-13,41
97.43,97.85,98.2,-11.12,14,27,-13,41
97.51,97.93,98.24,-11.12,14,27,-13,41
97.51,97.95,98.28,-11.12,14,27,-13,41
97.54,97.92,98.28,-11.12,14,27,-13,41
97.58,98,98.28,-11.12,14,27,-13,41
97.53,97.93,98.36,-11.12,14,27,-13,41
97.52,97.95,98.29,-11.12,14,27,-13,41
97.56,97.97,98.29,-11.12,14,27,-13,41
97.61,98.05,98.42,-11.22,14,27,-13,41
97.53,97.92,98.32,-11.22,14,27,-13,41
97.58,97.98,98.32,-11.17,14,27,-13,41
97.57,97.99,98.32,-11.73,14,28,-14,42
97.53,97.97,98.32,-11.73,14,28,-14,42
97.63,97.99,98.38,-11.78,14,28,-14,42
97.66,98.09,98.42,-11.72,14,27,-13,41
97.61,98.01,98.43,-13.67,14,27,-13,41
97.49,97.92,98.43,-13.62,14,27,-13,41
97.61,98.03,98.38,-9.62,14,27,-13,41
97.71,98.12,98.44,-9.62,14,27,-13,41
97.81,98.24,98.57,-9.36,16,25,-9,41
97.92,98.34,98.71,-11.39,16,25,-9,41
97.95,98.36,98.73,-13.35,16,26,-10,42
97.89,98.32,98.74,-12.15,16,26,-10,42
98.14,98.58,98.94,-12.16,16,26,-10,42
97.81,98.22,98.68,-13.63,14,26,-12,40
97.83,98.26,98.64,-14.18,14,27,-13,41
97.65,98.09,98.47,-13.98,15,26,-11,41
97.84,98.25,98.63,-13.64,16,26,-10,42
97.69,98.11,98.47,-12.04,16,26,-10,42
97.61,98.02,98.49,-11.89,16,26,-10,42
97.76,98.2,98.58,-36.35,17,27,-10,44
97.69,98.13,98.51,-10.78,16,27,-11,43
97.46,97.92,98.38,-4.86,18,25,-7,43
97.72,98.15,98.56,-10.87,16,27,-11,43
97.79,98.23,98.57,-8.31,15,28,-13,43
97.64,98.1,98.4,-5.31,16,27,-11,43
97.67,98.1,98.49,-6.28,16,27,-11,43
97.94,98.37,98.78,-5.77,16,27,-11,43
97.95,98.4,98.79,-4.75,16,26,-10,42
97.98,98.42,98.82,-7.65,14,28,-14,42
98.02,98.49,98.86,-7.55,14,28,-14,42
98.1,98.53,98.96,-8.64,15,27,-12,42
98.01,98.5,98.87,-9.04,14,28,-14,42
98.01,98.42,98.87,-9.85,15,27,-12,42
97.96,98.41,98.8,-9.85,15,27,-12,42
98.01,98.45,98.8,-10,14,28,-14,42
98,98.45,98.8,-10,14,28,-14,42
97.99,98.43,98.86,-10,14,28,-14,42
97.97,98.41,98.8,-10,14,28,-14,42
97.98,98.43,98.8,-10,14,28,-14,42
97.96,98.4,98.8,-10,14,28,-14,42
97.91,98.37,98.77,-10,14,28,-14,42
97.94,98.35,98.77,-10,14,28,-14,42
97.91,98.35,98.77,-10,14,28,-14,42
97.88,98.36,98.72,-10,14,28,-14,42
97.86,98.3,98.72,-10,14,28,-14,42
97.87,98.3,98.68,-10,14,28,-14,42
97.94,98.39,98.71,-10.05,13,29,-16,42
97.88,98.34,98.8,-10.05,13,29,-16,42
97.71,98.14,98.53,-10.05,13,29,-16,42
97.73,98.18,98.53,-7.34,12,29,-17,41
97.87,98.33,98.74,-5.79,12,29,-17,41
97.78,98.22,98.54,-7.22,14,30,-16,44
97.72,98.16,98.54,-7.21,14,30,-16,44
97.75,98.21,98.62,-7,15,29,-14,44
97.7,98.17,98.6,-5.01,15,27,-12,42
97.68,98.14,98.62,-5.01,15,27,-12,42
97.65,98.09,98.49,-5.11,15,27,-12,42
97.66,98.1,98.48,-5.05,16,27,-11,43
97.73,98.19,98.52,-5.14,15,27,-12,42
97.7,98.14,98.53,-5.09,15,26,-11,41
97.79,98.23,98.57,-5.19,14,27,-13,41
97.49,98,98.4,-5.2,14,27,-13,41
97.64,98.09,98.44,-5.15,14,27,-13,41
97.15,97.62,98,-3.09,15,25,-10,40
97.12,97.61,98.02,-0.03,16,22,-6,38
97.14,97.62,98.04,-0.99,15,22,-7,37
97.34,97.82,98.26,-0.94,15,22,-7,37
97.32,97.79,98.26,0.64,15,23,-8,38
97.21,97.68,98.11,1.63,14,22,-8,36
97.37,97.83,98.28,1.67,15,22,-7,37
97.46,97.94,98.41,0.64,15,23,-8,38
97.46,97.97,98.44,-1.02,15,22,-7,37
97.45,97.94,98.39,-1.02,15,22,-7,37
97.52,98,98.43,-1.04,16,23,-7,39
97.45,97.92,98.36,-1.01,16,22,-6,38
97.48,97.97,98.4,-2.11,15,23,-8,38
97.47,97.96,98.41,-1.07,14,23,-9,37
97.44,97.92,98.38,-1.07,14,23,-9,37
97.41,97.91,98.38,-1.12,14,23,-9,37
97.41,97.88,98.32,-1.02,14,23,-9,37
97.53,97.99,98.44,-1.02,14,23,-9,37
97.65,98.12,98.59,-0.92,14,23,-9,37
97.66,98.19,98.59,4.08,15,23,-8,38
97.62,98.12,98.57,3.98,15,23,-8,38
97.47,97.97,98.4,3.98,15,23,-8,38
97.52,98.02,98.49,3.98,15,23,-8,38
97.56,98.05,98.5,3.98,15,23,-8,38
97.45,97.96,98.43,3.88,15,23,-8,38
97.49,97.98,98.43,3.88,15,23,-8,38
97.52,98.02,98.43,3.88,15,23,-8,38
97.53,98.01,98.45,3.88,15,23,-8,38
97.51,98,98.44,3.88,15,23,-8,38
97.52,98.01,98.44,3.88,15,23,-8,38
97.57,98.08,98.51,3.98,16,22,-6,38
97.52,98.01,98.5,3.98,16,22,-6,38
97.51,98.01,98.5,3.08,17,22,-5,39
97.53,98.02,98.48,3.04,18,22,-4,40
97.54,98.03,98.41,3.09,18,22,-4,40
97.46,97.94,98.38,3.14,18,22,-4,40
97.4,97.88,98.32,3.24,18,22,-4,40
97.32,97.8,98.28,3.45,18,22,-4,40
97.24,97.7,98.17,3.44,18,22,-4,40
97.32,97.73,98.25,5.44,18,21,-3,39
97.26,97.75,98.21,5.49,19,20,-1,39
97.19,97.73,98.2,6.59,19,20,-1,39
97.17,97.65,98.12,6.48,19,20,-1,39
97.22,97.7,98.11,5.58,19,20,-1,39
97.22,97.71,98.19,5.58,19,20,-1,39
97.36,97.86,98.28,6.61,19,20,-1,39
97.52,97.99,98.5,6.56,19,21,-2,40
96.73,97.22,97.71,3.46,19,25,-6,44
96.83,97.3,97.83,59.14,20,20,0,40
97.45,97.92,98.39,62.88,19,22,-3,41
97.7,98.15,98.6,14.86,14,25,-11,39
97.84,98.3,98.67,18.71,14,24,-10,38
97.89,98.36,98.78,3.11,14,25,-11,39
97.69,98.15,98.6,0.01,16,24,-8,40
97.41,97.87,98.3,10.08,17,23,-6,40
97.46,97.94,98.35,13.23,18,22,-4,40
97.69,98.17,98.64,14.05,17,22,-5,39
97.76,98.24,98.66,14.02,17,21,-4,38
97.65,98.12,98.54,2.04,16,21,-5,37
97.61,98.09,98.52,3.09,16,22,-6,38
97.65,98.11,98.55,-6.91,16,23,-7,39
97.61,98.08,98.56,3.09,16,22,-6,38
97.56,98.08,98.5,3.32,16,21,-5,37
97.61,98.08,98.5,3.32,16,21,-5,37
97.61,98.09,98.5,3.32,16,21,-5,37
97.6,98.1,98.5,3.32,16,21,-5,37
97.51,98,98.46,3.32,16,21,-5,37
97.54,97.97,98.46,3.37,17,20,-3,37
97.54,98,98.43,3.37,17,20,-3,37
97.52,98.01,98.46,3.37,17,20,-3,37
97.59,98.09,98.44,3.37,17,20,-3,37
97.57,97.99,98.5,3.37,17,20,-3,37
97.59,98.08,98.5,3.37,17,20,-3,37
97.58,98.1,98.5,3.37,17,20,-3,37
97.54,98.1,98.5,3.37,17,20,-3,37
97.46,97.97,98.44,3.37,17,20,-3,37
97.53,98,98.44,3.27,16,21,-5,37
97.47,98,98.44,3.39,16,21,-5,37
97.5,98,98.45,1.39,16,22,-6,38
97.46,97.95,98.36,1.39,16,22,-6,38
97.46,97.94,98.42,1.29,15,24,-9,39
97.37,97.87,98.42,1.29,15,24,-9,39
97.4,97.88,98.2,1.29,15,24,-9,39
97.3,97.76,98.18,5.34,15,23,-8,38
97.27,97.77,98.17,5.25,14,24,-10,38
97.27,97.73,98.18,5.24,14,24,-10,38
97.21,97.75,98.17,5.29,15,23,-8,38
96.88,97.36,97.86,5.85,17,23,-6,40
96.92,97.45,97.83,6.48,19,21,-2,40
96.73,97.2,97.64,6.62,20,21,-1,41
96.77,97.21,97.67,6.64,21,20,1,41
96.79,97.28,97.67,6.75,21,20,1,41
96.51,96.97,97.39,-12.22,21,20,1,41
96.52,96.99,97.49,8.24,22,16,6,38
96.36,96.84,97.29,8.91,24,15,9,39
96.42,96.89,97.38,11.88,25,16,9,41
96.54,97.08,97.45,12.92,25,15,10,40
96.71,97.18,97.7,10.3,25,19,6,44
96.64,97.17,97.65,10.14,23,21,2,44
96.35,96.83,97.3,10.14,23,21,2,44
96.19,96.67,97.12,10.69,24,21,3,45
96.17,96.63,97.1,3.14,25,17,8,42
96.25,96.74,97.18,2.83,24,18,6,42
96.37,96.85,97.26,13.83,25,18,7,43
96.18,96.66,97.11,13.82,24,19,5,43
96.27,96.77,97.17,4.19,26,19,7,45
96.28,96.76,97.2,3.96,22,21,1,43
96.09,96.62,97.07,4.01,22,21,1,43
96.16,96.64,97.07,4.01,24,19,5,43
96.13,96.62,97.14,4.11,25,19,6,44
96.13,96.62,97.07,4.11,25,19,6,44
96.01,96.49,97.07,4.11,25,19,6,44
96,96.49,97.07,4.24,25,19,6,44
96.03,96.51,97.07,4.24,25,19,6,44
95.96,96.42,96.9,4.24,25,19,6,44
96.05,96.53,97,4.24,25,19,6,44
96.03,96.54,97,4.24,25,19,6,44
96.02,96.49,96.95,3.24,25,19,6,44
96.04,96.53,96.95,3.24,25,19,6,44
95.97,96.45,96.9,3.24,25,19,6,44
96.03,96.52,96.99,3.28,26,18,8,44
96.05,96.54,96.95,3.28,26,18,8,44
96.05,96.55,96.99,3.33,26,18,8,44
96.09,96.56,96.99,3.33,26,18,8,44
96.1,96.59,97.04,4.33,26,18,8,44
96.11,96.59,97.02,4.35,26,18,8,44
95.98,96.48,97.04,4.35,26,18,8,44
95.96,96.48,96.91,-44.65,26,19,7,45
